﻿Kategoria;Kontroler/Moduł;"Opis Kontrolera";"Nazwa Testu (EN)";"Opis Testu (PL)";"Metoda PHPUnit";Status;"Typ Testu"
"API V1";NotificationControllerTest;"Opis niedostępny";can_bulk_delete_notifications;"Może bulk Usunięcie Powiadomienia";"Tests\Feature\Api\V1\NotificationControllerTest::test_can_bulk_delete_notifications";"✅ Przechodzi";PHPUnit
"API V1";NotificationControllerTest;"Opis niedostępny";validates_required_fields_on_create;"Waliduje Wymagane pola on create";"Tests\Feature\Api\V1\NotificationControllerTest::test_validates_required_fields_on_create";"✅ Przechodzi";PHPUnit
"API V1";NotificationControllerTest;"Opis niedostępny";validates_notification_type;"Waliduje Powiadomienie type";"Tests\Feature\Api\V1\NotificationControllerTest::test_validates_notification_type";"✅ Przechodzi";PHPUnit
"API V1";NotificationControllerTest;"Opis niedostępny";can_filter_notifications_by_type;"Można filtrować powiadomienia według typu";"Tests\Feature\Api\V1\NotificationControllerTest::test_can_filter_notifications_by_type";"✅ Przechodzi";PHPUnit
"API V1";NotificationControllerTest;"Opis niedostępny";can_filter_notifications_by_read_status;"Można filtrować powiadomienia według read_statusu";"Tests\Feature\Api\V1\NotificationControllerTest::test_can_filter_notifications_by_read_status";"✅ Przechodzi";PHPUnit
"API V1";NotificationControllerTest;"Opis niedostępny";requires_authentication;"Requires authentication";"Tests\Feature\Api\V1\NotificationControllerTest::test_requires_authentication";"✅ Przechodzi";PHPUnit
"API V1";NotificationControllerTest;"Opis niedostępny";lists_only_tenant_notifications;"Lists only Klient (tenant) Powiadomienia";"Tests\Feature\Api\V1\NotificationControllerTest::test_lists_only_tenant_notifications";"✅ Przechodzi";PHPUnit
"API V1";PermissionControllerTest;"Opis niedostępny";admin_can_list_permissions;"Administrator może wyświetlić listę uprawnienia";"Tests\Feature\Api\V1\PermissionControllerTest::test_admin_can_list_permissions";"✅ Przechodzi";PHPUnit
"API V1";PermissionControllerTest;"Opis niedostępny";manager_cannot_list_permissions;"Menedżer Nie może Lista Uprawnienia";"Tests\Feature\Api\V1\PermissionControllerTest::test_manager_cannot_list_permissions";"✅ Przechodzi";PHPUnit
"API V1";PermissionControllerTest;"Opis niedostępny";worker_cannot_access_permissions;"Pracownik Nie może Dostęp do Uprawnienia";"Tests\Feature\Api\V1\PermissionControllerTest::test_worker_cannot_access_permissions";"✅ Przechodzi";PHPUnit
"API V1";PermissionControllerTest;"Opis niedostępny";can_search_permissions;"Można wyszukiwać uprawnienia";"Tests\Feature\Api\V1\PermissionControllerTest::test_can_search_permissions";"✅ Przechodzi";PHPUnit
"API V1";PermissionControllerTest;"Opis niedostępny";requires_authentication;"Requires authentication";"Tests\Feature\Api\V1\PermissionControllerTest::test_requires_authentication";"✅ Przechodzi";PHPUnit
"API V1";PermissionControllerTest;"Opis niedostępny";can_filter_permissions_by_group;"Można filtrować uprawnienia według group";"Tests\Feature\Api\V1\PermissionControllerTest::test_can_filter_permissions_by_group";"✅ Przechodzi";PHPUnit
"API V1";PermissionControllerTest;"Opis niedostępny";can_filter_permissions_by_status;"Można filtrować uprawnienia według statusu";"Tests\Feature\Api\V1\PermissionControllerTest::test_can_filter_permissions_by_status";"✅ Przechodzi";PHPUnit
"API V1";PermissionControllerTest;"Opis niedostępny";can_sort_permissions;"Może Sortowanie Uprawnienia";"Tests\Feature\Api\V1\PermissionControllerTest::test_can_sort_permissions";"✅ Przechodzi";PHPUnit
"API V1";PermissionControllerTest;"Opis niedostępny";permissions_include_computed_fields;"Uprawnienia include computed fields";"Tests\Feature\Api\V1\PermissionControllerTest::test_permissions_include_computed_fields";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";can_list_signatures;"Może Lista Podpisy";"Tests\Feature\Api\V1\SignatureControllerTest::test_can_list_signatures";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";can_show_single_signature;"Może Wyświetlenie Pojedynczy signature";"Tests\Feature\Api\V1\SignatureControllerTest::test_can_show_single_signature";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";cannot_show_signature_from_different_tenant;"Nie może Wyświetlenie PodpJest Z Różny tenant";"Tests\Feature\Api\V1\SignatureControllerTest::test_cannot_show_signature_from_different_tenant";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";can_create_signature;"Może Utworzenie signature";"Tests\Feature\Api\V1\SignatureControllerTest::test_can_create_signature";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";authenticated_user_can_update_signature;"Authenticated Użytkownik Może Aktualizacja signature";"Tests\Feature\Api\V1\SignatureControllerTest::test_authenticated_user_can_update_signature";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";cannot_update_signature_from_different_tenant;"Nie może Aktualizacja PodpJest Z Różny tenant";"Tests\Feature\Api\V1\SignatureControllerTest::test_cannot_update_signature_from_different_tenant";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";can_delete_signature;"Może Usunięcie signature";"Tests\Feature\Api\V1\SignatureControllerTest::test_can_delete_signature";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";cannot_delete_signature_from_different_tenant;"Nie może Usunięcie PodpJest Z Różny tenant";"Tests\Feature\Api\V1\SignatureControllerTest::test_cannot_delete_signature_from_different_tenant";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";can_verify_signature;"Może verify signature";"Tests\Feature\Api\V1\SignatureControllerTest::test_can_verify_signature";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";verification_fails_for_invalid_hash;"Verification fails for Nieprawidłowy hash";"Tests\Feature\Api\V1\SignatureControllerTest::test_verification_fails_for_invalid_hash";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";can_get_certificate_for_signature;"Może get certificate for signature";"Tests\Feature\Api\V1\SignatureControllerTest::test_can_get_certificate_for_signature";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";validates_required_fields_on_create;"Waliduje Wymagane pola on create";"Tests\Feature\Api\V1\SignatureControllerTest::test_validates_required_fields_on_create";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";validates_signatory_name_max_length;"Waliduje signatory name max length";"Tests\Feature\Api\V1\SignatureControllerTest::test_validates_signatory_name_max_length";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";validates_signatory_role_max_length;"Waliduje signatory Rola max length";"Tests\Feature\Api\V1\SignatureControllerTest::test_validates_signatory_role_max_length";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";validates_metadata_is_array;"Waliduje metadata Jest array";"Tests\Feature\Api\V1\SignatureControllerTest::test_validates_metadata_is_array";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";requires_authentication;"Requires authentication";"Tests\Feature\Api\V1\SignatureControllerTest::test_requires_authentication";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";lists_only_tenant_signatures;"Lists only Klient (tenant) Podpisy";"Tests\Feature\Api\V1\SignatureControllerTest::test_lists_only_tenant_signatures";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";can_filter_signatures_by_signatory_name;"Można filtrować podpisy według signatory_nazwy";"Tests\Feature\Api\V1\SignatureControllerTest::test_can_filter_signatures_by_signatory_name";"✅ Przechodzi";PHPUnit
"API V1";SignatureControllerTest;"Opis niedostępny";can_filter_signatures_by_signatory_role;"Można filtrować podpisy według signatory_role";"Tests\Feature\Api\V1\SignatureControllerTest::test_can_filter_signatures_by_signatory_role";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";can_list_roles;"Może Lista Role";"Tests\Feature\Api\V1\System\RoleControllerTest::test_can_list_roles";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";can_create_role;"Może Utworzenie role";"Tests\Feature\Api\V1\System\RoleControllerTest::test_can_create_role";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";can_show_role;"Może Wyświetlenie role";"Tests\Feature\Api\V1\System\RoleControllerTest::test_can_show_role";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";cannot_show_role_from_different_tenant;"Nie może Wyświetlenie Rola Z Różny tenant";"Tests\Feature\Api\V1\System\RoleControllerTest::test_cannot_show_role_from_different_tenant";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";can_update_role;"Może Aktualizacja role";"Tests\Feature\Api\V1\System\RoleControllerTest::test_can_update_role";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";cannot_update_role_from_different_tenant;"Nie może Aktualizacja Rola Z Różny tenant";"Tests\Feature\Api\V1\System\RoleControllerTest::test_cannot_update_role_from_different_tenant";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";can_delete_role;"Może Usunięcie role";"Tests\Feature\Api\V1\System\RoleControllerTest::test_can_delete_role";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";cannot_delete_role_from_different_tenant;"Nie może Usunięcie Rola Z Różny tenant";"Tests\Feature\Api\V1\System\RoleControllerTest::test_cannot_delete_role_from_different_tenant";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";can_assign_permission_to_role;"Może assign Uprawnienia Do role";"Tests\Feature\Api\V1\System\RoleControllerTest::test_can_assign_permission_to_role";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";cannot_assign_permission_to_role_from_different_tenant;"Nie może assign Uprawnienia Do Rola Z Różny tenant";"Tests\Feature\Api\V1\System\RoleControllerTest::test_cannot_assign_permission_to_role_from_different_tenant";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";can_remove_permission_from_role;"Może remove Uprawnienia Z role";"Tests\Feature\Api\V1\System\RoleControllerTest::test_can_remove_permission_from_role";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";can_list_role_permissions;"Może Lista Rola Uprawnienia";"Tests\Feature\Api\V1\System\RoleControllerTest::test_can_list_role_permissions";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";validates_required_fields_on_create;"Waliduje Wymagane pola on create";"Tests\Feature\Api\V1\System\RoleControllerTest::test_validates_required_fields_on_create";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";validates_unique_name_per_tenant_on_create;"Waliduje unique name per Klient (tenant) on create";"Tests\Feature\Api\V1\System\RoleControllerTest::test_validates_unique_name_per_tenant_on_create";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";allows_same_name_across_different_tenants;"Pozwala Ten sam name across Różny Klienci";"Tests\Feature\Api\V1\System\RoleControllerTest::test_allows_same_name_across_different_tenants";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";validates_permissions_array_on_create;"Waliduje Uprawnienia array on create";"Tests\Feature\Api\V1\System\RoleControllerTest::test_validates_permissions_array_on_create";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";validates_permission_existence_on_create;"Waliduje Uprawnienia existence on create";"Tests\Feature\Api\V1\System\RoleControllerTest::test_validates_permission_existence_on_create";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";validates_unique_name_per_tenant_on_update;"Waliduje unique name per Klient (tenant) on update";"Tests\Feature\Api\V1\System\RoleControllerTest::test_validates_unique_name_per_tenant_on_update";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";can_update_role_with_same_name;"Może Aktualizacja Rola Z Ten sam name";"Tests\Feature\Api\V1\System\RoleControllerTest::test_can_update_role_with_same_name";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";role_has_correct_slug_generation;"Rola Ma Poprawny slug generation";"Tests\Feature\Api\V1\System\RoleControllerTest::test_role_has_correct_slug_generation";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";role_includes_permissions_in_response;"Role_Zawiera uprawnienia w odpowiedzi";"Tests\Feature\Api\V1\System\RoleControllerTest::test_role_includes_permissions_in_response";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";handles_non_existent_role;"Handles non existent role";"Tests\Feature\Api\V1\System\RoleControllerTest::test_handles_non_existent_role";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";handles_non_existent_permission_assignment;"Handles non existent Uprawnienia assignment";"Tests\Feature\Api\V1\System\RoleControllerTest::test_handles_non_existent_permission_assignment";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";handles_removing_non_assigned_permission;"Handles removing non assigned permission";"Tests\Feature\Api\V1\System\RoleControllerTest::test_handles_removing_non_assigned_permission";"✅ Przechodzi";PHPUnit
"API V1 System";RoleControllerTest;"Opis niedostępny";prevents_duplicate_permission_assignment;"Prevents duplicate Uprawnienia assignment";"Tests\Feature\Api\V1\System\RoleControllerTest::test_prevents_duplicate_permission_assignment";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";admin_can_list_workers;"Administrator może wyświetlić listę pracowników";"Tests\Feature\Api\WorkerControllerTest::test_admin_can_list_workers";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";admin_can_create_worker;"Administrator może utworzyć worker";"Tests\Feature\Api\WorkerControllerTest::test_admin_can_create_worker";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";admin_can_view_worker;"Administrator może wyświetlić worker";"Tests\Feature\Api\WorkerControllerTest::test_admin_can_view_worker";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";admin_can_update_worker;"Administrator może zaktualizować worker";"Tests\Feature\Api\WorkerControllerTest::test_admin_can_update_worker";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";admin_can_delete_inactive_worker;"Administrator może usunąć inactive_worker";"Tests\Feature\Api\WorkerControllerTest::test_admin_can_delete_inactive_worker";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";admin_can_delete_worker_without_active_assignments;"Administrator może usunąć worker_without_active_assignments";"Tests\Feature\Api\WorkerControllerTest::test_admin_can_delete_worker_without_active_assignments";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";admin_can_get_worker_stats;"Administrator może pobrać worker_statystyki";"Tests\Feature\Api\WorkerControllerTest::test_admin_can_get_worker_stats";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";admin_can_get_available_workers;"Administrator może pobrać available_pracowników";"Tests\Feature\Api\WorkerControllerTest::test_admin_can_get_available_workers";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";manager_can_access_worker_management;"Menedżer może uzyskać dostęp do worker_zarządzania";"Tests\Feature\Api\WorkerControllerTest::test_manager_can_access_worker_management";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";worker_cannot_create_workers;"Pracownik Nie może Utworzenie Pracownicy";"Tests\Feature\Api\WorkerControllerTest::test_worker_cannot_create_workers";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";worker_can_view_workers_list;"Pracownik Może Podgląd Pracownicy list";"Tests\Feature\Api\WorkerControllerTest::test_worker_can_view_workers_list";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";unauthenticated_user_cannot_access_workers;"Nieuwierzytelniony użytkownik nie może uzyskać dostępu do pracowników";"Tests\Feature\Api\WorkerControllerTest::test_unauthenticated_user_cannot_access_workers";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";worker_creation_validates_required_fields;"Tworzenie worker waliduje wymagane pola";"Tests\Feature\Api\WorkerControllerTest::test_worker_creation_validates_required_fields";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";worker_search_functionality;"Pracownik Wyszukiwanie Funkcjonalność";"Tests\Feature\Api\WorkerControllerTest::test_worker_search_functionality";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";worker_filtering_by_status;"Pracownik filtering Przez Status";"Tests\Feature\Api\WorkerControllerTest::test_worker_filtering_by_status";"✅ Przechodzi";PHPUnit
"API Core";WorkerControllerTest;"Opis niedostępny";worker_tenant_isolation;"Pracownik Klient (tenant) isolation";"Tests\Feature\Api\WorkerControllerTest::test_worker_tenant_isolation";"✅ Przechodzi";PHPUnit
"API Core";WorkerManagementTest;"Dodatkowe testy zarządzania pracownikami";admin_can_create_worker;"Administrator może utworzyć worker";"Tests\Feature\Api\WorkerManagementTest::test_admin_can_create_worker";"✅ Przechodzi";PHPUnit
"API Core";WorkerManagementTest;"Dodatkowe testy zarządzania pracownikami";worker_cannot_create_worker;"Pracownik Nie może Utworzenie worker";"Tests\Feature\Api\WorkerManagementTest::test_worker_cannot_create_worker";"✅ Przechodzi";PHPUnit
"API Core";WorkerManagementTest;"Dodatkowe testy zarządzania pracownikami";admin_can_view_workers_list;"Administrator może wyświetlić pracowników_list";"Tests\Feature\Api\WorkerManagementTest::test_admin_can_view_workers_list";"✅ Przechodzi";PHPUnit
"API Core";WorkerManagementTest;"Dodatkowe testy zarządzania pracownikami";worker_isolation_between_tenants;"Pracownik Izolacja between Klienci";"Tests\Feature\Api\WorkerManagementTest::test_worker_isolation_between_tenants";"✅ Przechodzi";PHPUnit
"API Core";WorkerManagementTest;"Dodatkowe testy zarządzania pracownikami";admin_can_update_worker;"Administrator może zaktualizować worker";"Tests\Feature\Api\WorkerManagementTest::test_admin_can_update_worker";"✅ Przechodzi";PHPUnit
"API Core";WorkerManagementTest;"Dodatkowe testy zarządzania pracownikami";admin_can_delete_worker;"Administrator może usunąć worker";"Tests\Feature\Api\WorkerManagementTest::test_admin_can_delete_worker";"✅ Przechodzi";PHPUnit
"Autentykacja Web";AuthenticationTest;"Autentykacja użytkowników API";login_screen_can_be_rendered;"Logowanie Ekran Może be rendered";"P\Tests\Feature\Auth\AuthenticationTest::__pest_evaluable_login_screen_can_be_rendered";"✅ Przechodzi";Pest
"Autentykacja Web";AuthenticationTest;"Autentykacja użytkowników API";users_can_authenticate_using_the_login_screen;"Użytkownicy Może Uwierzytelnienie using the Logowanie screen";"P\Tests\Feature\Auth\AuthenticationTest::__pest_evaluable_users_can_authenticate_using_the_login_screen";"✅ Przechodzi";Pest
"Autentykacja Web";AuthenticationTest;"Autentykacja użytkowników API";users_can_not_authenticate_with_invalid_password;"Użytkownicy Może not Uwierzytelnienie Z Nieprawidłowy password";"P\Tests\Feature\Auth\AuthenticationTest::__pest_evaluable_users_can_not_authenticate_with_invalid_password";"✅ Przechodzi";Pest
"Autentykacja Web";AuthenticationTest;"Autentykacja użytkowników API";users_can_logout;"Użytkownicy Może logout";"P\Tests\Feature\Auth\AuthenticationTest::__pest_evaluable_users_can_logout";"✅ Przechodzi";Pest
"Autentykacja Web";AuthenticationTest;"Autentykacja użytkowników API";users_are_rate_limited;"Użytkownicy Są Ograniczony czasowo";"P\Tests\Feature\Auth\AuthenticationTest::__pest_evaluable_users_are_rate_limited";"✅ Przechodzi";Pest
"Autentykacja Web";EmailVerificationTest;"Opis niedostępny";email_verification_screen_can_be_rendered;"Email verification Ekran Może be rendered";"P\Tests\Feature\Auth\EmailVerificationTest::__pest_evaluable_email_verification_screen_can_be_rendered";"✅ Przechodzi";Pest
"Autentykacja Web";EmailVerificationTest;"Opis niedostępny";email_can_be_verified;"Email Może be verified";"P\Tests\Feature\Auth\EmailVerificationTest::__pest_evaluable_email_can_be_verified";"✅ Przechodzi";Pest
"Autentykacja Web";EmailVerificationTest;"Opis niedostępny";email_is_not_verified_with_invalid_hash;"Email Jest not Zweryfikowany Z Nieprawidłowy hash";"P\Tests\Feature\Auth\EmailVerificationTest::__pest_evaluable_email_is_not_verified_with_invalid_hash";"✅ Przechodzi";Pest
"Autentykacja Web";EmailVerificationTest;"Opis niedostępny";email_is_not_verified_with_invalid_user_id;"Email Jest not Zweryfikowany Z Nieprawidłowy Użytkownik id";"P\Tests\Feature\Auth\EmailVerificationTest::__pest_evaluable_email_is_not_verified_with_invalid_user_id";"✅ Przechodzi";Pest
"Autentykacja Web";EmailVerificationTest;"Opis niedostępny";verified_user_is_redirected_to_dashboard_from_verification_prompt;"Zweryfikowany Użytkownik Jest Przekierowany Do dashboard Z verification prompt";"P\Tests\Feature\Auth\EmailVerificationTest::__pest_evaluable_verified_user_is_redirected_to_dashboard_from_verification_prompt";"✅ Przechodzi";Pest
"Autentykacja Web";EmailVerificationTest;"Opis niedostępny";already_verified_user_visiting_verification_link_is_redirected_without_firing_event_again;"Already Zweryfikowany Użytkownik visiting verification Link Jest Przekierowany Bez firing event again";"P\Tests\Feature\Auth\EmailVerificationTest::__pest_evaluable_already_verified_user_visiting_verification_link_is_redirected_without_firing_event_again";"✅ Przechodzi";Pest
"Autentykacja Web";PasswordConfirmationTest;"Opis niedostępny";confirm_password_screen_can_be_rendered;"Confirm Hasło Ekran Może be rendered";"P\Tests\Feature\Auth\PasswordConfirmationTest::__pest_evaluable_confirm_password_screen_can_be_rendered";"✅ Przechodzi";Pest
"Autentykacja Web";PasswordConfirmationTest;"Opis niedostępny";password_can_be_confirmed;"Hasło Może be confirmed";"P\Tests\Feature\Auth\PasswordConfirmationTest::__pest_evaluable_password_can_be_confirmed";"✅ Przechodzi";Pest
"Autentykacja Web";PasswordConfirmationTest;"Opis niedostępny";password_is_not_confirmed_with_invalid_password;"Hasło Jest not Potwierdzony Z Nieprawidłowy password";"P\Tests\Feature\Auth\PasswordConfirmationTest::__pest_evaluable_password_is_not_confirmed_with_invalid_password";"✅ Przechodzi";Pest
"Autentykacja Web";PasswordResetTest;"Opis niedostępny";reset_password_link_screen_can_be_rendered;"Reset Hasło Link Ekran Może be rendered";"P\Tests\Feature\Auth\PasswordResetTest::__pest_evaluable_reset_password_link_screen_can_be_rendered";"✅ Przechodzi";Pest
"Autentykacja Web";PasswordResetTest;"Opis niedostępny";reset_password_link_can_be_requested;"Reset Hasło Link Może be requested";"P\Tests\Feature\Auth\PasswordResetTest::__pest_evaluable_reset_password_link_can_be_requested";"✅ Przechodzi";Pest
"Autentykacja Web";PasswordResetTest;"Opis niedostępny";reset_password_screen_can_be_rendered;"Reset Hasło Ekran Może be rendered";"P\Tests\Feature\Auth\PasswordResetTest::__pest_evaluable_reset_password_screen_can_be_rendered";"✅ Przechodzi";Pest
"Autentykacja Web";PasswordResetTest;"Opis niedostępny";password_can_be_reset_with_valid_token;"Hasło Może be reset Z Prawidłowy Token";"P\Tests\Feature\Auth\PasswordResetTest::__pest_evaluable_password_can_be_reset_with_valid_token";"✅ Przechodzi";Pest
"Autentykacja Web";PasswordResetTest;"Opis niedostępny";password_cannot_be_reset_with_invalid_token;"Hasło Nie może be reset Z Nieprawidłowy Token";"P\Tests\Feature\Auth\PasswordResetTest::__pest_evaluable_password_cannot_be_reset_with_invalid_token";"✅ Przechodzi";Pest
"Autentykacja Web";RegistrationTest;"Opis niedostępny";registration_screen_can_be_rendered;"Registration Ekran Może be rendered";"P\Tests\Feature\Auth\RegistrationTest::__pest_evaluable_registration_screen_can_be_rendered";"✅ Przechodzi";Pest
"Autentykacja Web";RegistrationTest;"Opis niedostępny";new_users_can_register;"New Użytkownicy Może register";"P\Tests\Feature\Auth\RegistrationTest::__pest_evaluable_new_users_can_register";"✅ Przechodzi";Pest
"Autentykacja Web";VerificationNotificationTest;"Opis niedostępny";sends_verification_notification;"Sends verification notification";"P\Tests\Feature\Auth\VerificationNotificationTest::__pest_evaluable_sends_verification_notification";"✅ Przechodzi";Pest
"Autentykacja Web";VerificationNotificationTest;"Opis niedostępny";does_not_send_verification_notification_if_email_is_verified;"Does not send verification Powiadomienie if Email Jest verified";"P\Tests\Feature\Auth\VerificationNotificationTest::__pest_evaluable_does_not_send_verification_notification_if_email_is_verified";"✅ Przechodzi";Pest
"Feature Web";DashboardTest;"Podstawowy test dashboardu web";guests_are_redirected_to_the_login_page;"Gośćs Są Przekierowany Do the Logowanie page";"P\Tests\Feature\DashboardTest::__pest_evaluable_guests_are_redirected_to_the_login_page";"✅ Przechodzi";Pest
"Feature Web";DashboardTest;"Podstawowy test dashboardu web";authenticated_users_can_visit_the_dashboard;"Authenticated Użytkownicy Może visit the dashboard";"P\Tests\Feature\DashboardTest::__pest_evaluable_authenticated_users_can_visit_the_dashboard";"✅ Przechodzi";Pest
"Feature Web";ExampleTest;"Przykładowy test podstawowy";it_returns_a_successful_response;"It Zwraca a Udany Odpowiedź";"P\Tests\Feature\ExampleTest::__pest_evaluable_it_returns_a_successful_response";"✅ Przechodzi";Pest
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";can_list_features;"Może Lista Funkcje";"Tests\Feature\FeatureControllerTest::test_can_list_features";"✅ Przechodzi";PHPUnit
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";can_filter_features_by_type;"Można filtrować features według typu";"Tests\Feature\FeatureControllerTest::test_can_filter_features_by_type";"✅ Przechodzi";PHPUnit
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";can_filter_features_by_active_status;"Można filtrować features według active_statusu";"Tests\Feature\FeatureControllerTest::test_can_filter_features_by_active_status";"✅ Przechodzi";PHPUnit
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";can_search_features;"Można wyszukiwać features";"Tests\Feature\FeatureControllerTest::test_can_search_features";"✅ Przechodzi";PHPUnit
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";can_sort_features;"Może Sortowanie Funkcje";"Tests\Feature\FeatureControllerTest::test_can_sort_features";"✅ Przechodzi";PHPUnit
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";pagination_works;"Pagination works";"Tests\Feature\FeatureControllerTest::test_pagination_works";"✅ Przechodzi";PHPUnit
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";feature_resource_includes_computed_fields;"Feature resource includes computed fields";"Tests\Feature\FeatureControllerTest::test_feature_resource_includes_computed_fields";"✅ Przechodzi";PHPUnit
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";unauthorized_user_cannot_access_features;"Nieautoryzowany użytkownik nie może uzyskać dostępu do features";"Tests\Feature\FeatureControllerTest::test_unauthorized_user_cannot_access_features";"✅ Przechodzi";PHPUnit
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";user_without_admin_role_cannot_access_features;"Użytkownik Bez Administrator Rola Nie może Dostęp do Funkcje";"Tests\Feature\FeatureControllerTest::test_user_without_admin_role_cannot_access_features";"✅ Przechodzi";PHPUnit
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";returns_empty_when_no_features_exist;"Zwraca Pusty when no Funkcje exist";"Tests\Feature\FeatureControllerTest::test_returns_empty_when_no_features_exist";"✅ Przechodzi";PHPUnit
